instance,c_optimal_value,2c_optimal_value,3c_optimal_value,4c_optimal_value,5c_optimal_value,6c_optimal_value,7c_optimal_value,8c_optimal_value,9c_optimal_value,10c_optimal_value,2c vs c,3c vs 2c,4c vs 3c,5c vs 4c,6c vs 5c,7c vs 6c,8c vs 7c,9c vs 8c,10c vs 9c ,,Valori medi,
757,74822811743,44549485417,44333588081,44266665873,44249561419,44249561425,44249561386,44249561386,44249561386,44249561453,"67,95%","0,49%","0,15%","0,04%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
758,98790886271,48256881590,48130105741,48092101973,48081411096,48081411096,48081411096,48081411096,48081411096,48081411096,"104,72%","0,26%","0,08%","0,02%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
759,134735556411,51658747750,51543540533,51517134309,51512686568,51512686568,51512686568,51512686568,51512686568,51512686568,"160,82%","0,22%","0,05%","0,01%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
760,98612186710,50797274713,50665602052,50621427347,50604191721,50601432790,50601434604,50601434604,50601434618,50601434618,"94,13%","0,26%","0,09%","0,03%","0,01%","0,00%","0,00%","0,00%","0,00%",,,
761,105934184856,57006469256,56828419782,56767388681,56745373861,56745373861,56745372027,56745372027,56745373861,56745373861,"85,83%","0,31%","0,11%","0,04%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
762,77302173179,46277128624,45142505153,45101945605,45084175577,45084175577,45084175577,45084175577,45084175577,45084175577,"67,04%","2,51%","0,09%","0,04%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
763,96058139431,51557185158,50879947270,50828856404,50816334670,50811612444,50809945392,50809945392,50809947245,50809947245,"86,31%","1,33%","0,10%","0,02%","0,01%","0,00%","0,00%","0,00%","0,00%",,,
764,93034467780,71457749993,66642094195,62509019871,62493519915,62481043766,62481043766,62481043766,62481043766,62481043766,"30,20%","7,23%","6,61%","0,02%","0,02%","0,00%","0,00%","0,00%","0,00%",,,
765,86714140504,51150260274,51046158739,50987945865,50983164917,50983164900,50983164882,50983164890,50983164890,50983164892,"69,53%","0,20%","0,11%","0,01%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
766,85000926179,57172781162,50732222805,46811479920,44418265850,44418265841,44418265879,44418265879,44418265879,44418265828,"48,67%","12,70%","8,38%","5,39%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
767,67922904109,42367053161,40671706670,40655472707,40648359510,40648359480,40648359480,40648359480,40648359481,40648359481,"60,32%","4,17%","0,04%","0,02%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
768,78263247569,44938128178,43676224640,43644735665,43637398824,43637398814,43637398830,43637398828,43637398800,43637398828,"74,16%","2,89%","0,07%","0,02%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
769,110695357093,47794993915,47688434443,47660119341,47653463984,47653463972,47653464001,47653465821,47653463991,47653463991,"131,60%","0,22%","0,06%","0,01%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
770,133451291230,86066013852,85931680963,85890919820,85876976333,85875029205,85875031043,85875029221,85875031027,85875031027,"55,06%","0,16%","0,05%","0,02%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
771,132866196405,47267450388,45439940506,45371627919,45326750705,45310304867,45293862741,45288983956,45288983925,45288983958,"181,09%","4,02%","0,15%","0,10%","0,04%","0,04%","0,01%","0,00%","0,00%",,,
772,170272243953,122442994452,120734697297,120694703640,120662713971,120662712215,120662712215,120662713944,120662713972,120662712165,"39,06%","1,41%","0,03%","0,03%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
773,143037137470,72127828190,66457815891,66420826660,66398855174,66391860842,66387638603,66387197310,66387197259,66387197209,"98,31%","8,53%","0,06%","0,03%","0,01%","0,01%","0,00%","0,00%","0,00%",,,
774,163769345639,50949560118,50803544450,50773560236,50765602320,50765602240,50765602250,50765602241,50765602257,50765602326,"221,43%","0,29%","0,06%","0,02%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
775,117085542387,47754841259,47601773527,47543493821,47523503619,47523503675,47523503672,47523503685,47523503666,47523503666,"145,18%","0,32%","0,12%","0,04%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
776,"94226568314,9998",47955778724,46876763021,46849543576,46838433785,46838433775,46838433820,46838433825,46838433812,46838433806,"96,49%","2,30%","0,06%","0,02%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
777,102106963779,52745558816,48739394036,46936350939,46895702145,46887035665,46879052203,46879052203,46879052203,46879052146,"93,58%","8,22%","3,84%","0,09%","0,02%","0,02%","0,00%","0,00%","0,00%",,,
778,136349917527,65239588094,54039024585,53734259229,53693787122,53693787177,53693787176,53693787183,53693787183,53693787183,"109,00%","20,73%","0,57%","0,08%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
779,122002531589,48861122588,48573144329,48510179772,48488198766,48488198759,48488198768,48488198749,48488198701,48488198701,"149,69%","0,59%","0,13%","0,05%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
780,62733169193,42505704515,42325409054,42276088046,42247773729,42243440502,42239444203,42239444203,42239444203,42239444199,"47,59%","0,43%","0,12%","0,07%","0,01%","0,01%","0,00%","0,00%","0,00%",,,
781,59030038156,40483067607,40345587253,40292139519,40262001777,40259935892,40259935892,40259935905,40259935905,40259935905,"45,81%","0,34%","0,13%","0,07%","0,01%","0,00%","0,00%","0,00%","0,00%",,,
782,75559710945,45895653545,45768141841,45744532550,45733432967,45730657964,45730656100,45730656100,45730657908,45730656064,"64,63%","0,28%","0,05%","0,02%","0,01%","0,00%","0,00%","0,00%","0,00%",,,
783,78155845383,45984285953,45838838110,45773957409,45750640998,45743860529,45741199697,45741199697,45741199697,45741199697,"69,96%","0,32%","0,14%","0,05%","0,01%","0,01%","0,00%","0,00%","0,00%",,,
784,84633338436,46073364746,44773245626,44737581407,44727584829,44723251462,44719258193,44719258193,44719258193,44719258193,"83,69%","2,90%","0,08%","0,02%","0,01%","0,01%","0,00%","0,00%","0,00%",,,
785,90922683779,51768308952,48117764787,48083264914,48070770441,48066272336,48063271324,48063273161,48063273170,48063273154,"75,63%","7,59%","0,07%","0,03%","0,01%","0,01%","0,00%","0,00%","0,00%",,,
786,102149467605,49754435541,44365408982,44338164680,44325173476,44325173494,44325173494,44325173494,44325173494,44325173514,"105,31%","12,15%","0,06%","0,03%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
787,80035398660,60430657805,50082235552,50037810246,50027730509,50022952981,50021620487,50021620487,50021620473,50021620473,"32,44%","20,66%","0,09%","0,02%","0,01%","0,00%","0,00%","0,00%","0,00%",,,
788,90774862915,61137984515,51791383638,51740456190,51733529793,51728585494,51728273866,51728273865,51728273885,51728273865,"48,48%","18,05%","0,10%","0,01%","0,01%","0,00%","0,00%","0,00%","0,00%",,,
789,75680673746,53908969404,53818949023,53795279070,53788395791,53785619700,53785619783,53785619790,53785619750,53785619757,"40,39%","0,17%","0,04%","0,01%","0,01%","0,00%","0,00%","0,00%","0,00%",,,
790,52613871250,42430988526,42304563754,42254061282,42239554774,42237040127,42237040151,42237040128,42237040073,42237040141,"24,00%","0,30%","0,12%","0,03%","0,01%","0,00%","0,00%","0,00%","0,00%",,,
791,86940749133,54416454983,54260652782,54205616477,54171062483,54163175034,54158897665,54158837567,54158837548,54158837571,"59,77%","0,29%","0,10%","0,06%","0,01%","0,01%","0,00%","0,00%","0,00%",,,
792,100116675781,46313180977,46056555959,45985224185,45956907597,45952574444,45948578119,45948578119,45948578140,45948578146,"116,17%","0,56%","0,16%","0,06%","0,01%","0,01%","0,00%","0,00%","0,00%",,,
793,148822770824,129137261375,129052070859,129019883706,129014717190,129010548625,129010548596,129010548599,129010548599,129010548632,"15,24%","0,07%","0,02%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
794,134999620493,70815571376,69831898251,69782251445,69766463605,69764233479,69764233499,69764233499,69764233483,69764233483,"90,64%","1,41%","0,07%","0,02%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
795,143276985014,54746901272,54498949477,54437250182,54430080492,54425136016,54424805665,54424805644,54424805631,54424805631,"161,71%","0,45%","0,11%","0,01%","0,01%","0,00%","0,00%","0,00%","0,00%",,,
796,94949867884,65045082063,64902180655,64865187669,64852204184,64852202263,64852202307,64852204153,64852206005,64852206005,"45,98%","0,22%","0,06%","0,02%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
797,96856288486,76535046208,74796060229,74767945635,74759054510,74759056314,74759054503,74759054503,74759058347,74759054530,"26,55%","2,32%","0,04%","0,01%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
798,102871800294,44899026431,40588426950,40549439101,40537939007,40532438030,40530439867,40530439832,40530439867,40530439867,"129,12%","10,62%","0,10%","0,03%","0,01%","0,00%","0,00%","0,00%","0,00%",,,
799,113993362362,43637969399,41283974619,41237806375,41218639941,41214474993,41214474993,41214474929,41214474993,41214474993,"161,23%","5,70%","0,11%","0,05%","0,01%","0,00%","0,00%","0,00%","0,00%",,,
800,138172430926,137120530805,137020217196,136988337153,136970575596,136970575615,136970575600,136970575617,136970575598,136970575598,"0,77%","0,07%","0,02%","0,01%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
801,106806908002,49355785809,49201938526,49164723721,49149507048,49144951197,49142279827,49142279827,49142279776,49142279776,"116,40%","0,31%","0,08%","0,03%","0,01%","0,01%","0,00%","0,00%","0,00%",,,
802,116303599916,50311284307,47975035821,47945975966,47936194627,47936194627,47936194624,47936194624,47936194643,47936194624,"131,17%","4,87%","0,06%","0,02%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
803,78141725973,49107565526,45653310879,45607818451,45585857512,45585857533,45585859388,45585859388,45585859388,45585857591,"59,12%","7,57%","0,10%","0,05%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
804,109221527926,45445004454,44597533365,44532220093,44503549143,44491214355,44482663654,44480232944,44480231168,44480232973,"140,34%","1,90%","0,15%","0,06%","0,03%","0,02%","0,01%","0,00%","0,00%",,,
805,103022265907,51979171269,51865332089,51833661027,51830318708,51830318670,51830318681,51830318689,51830318687,51830318687,"98,20%","0,22%","0,06%","0,01%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
806,99663880531,52176149078,50442430921,50384947061,50370617613,50360951113,50358975348,50358975344,50358975344,50358975344,"91,01%","3,44%","0,11%","0,03%","0,02%","0,00%","0,00%","0,00%","0,00%",,,
807,93278393504,60441679243,60336090921,60307207665,60302152100,60297424341,60297424322,60297424335,60297424331,60297424342,"54,33%","0,18%","0,05%","0,01%","0,01%","0,00%","0,00%","0,00%","0,00%",,,
808,131373614114,53331399693,53216276016,53194765139,53189152796,53184208349,53183868650,53183868675,53183868618,53183868618,"146,33%","0,22%","0,04%","0,01%","0,01%","0,00%","0,00%","0,00%","0,00%",,,
809,110492771536,48004707490,47896698966,47849719707,47828733541,47821745681,47818750146,47818750121,47818750123,47818750111,"130,17%","0,23%","0,10%","0,04%","0,01%","0,01%","0,00%","0,00%","0,00%",,,
810,93738684015,47533638818,47403750544,47361207175,47348776601,47348776629,47348774743,47348776642,47348776626,47348776603,"97,20%","0,27%","0,09%","0,03%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
811,78121976561,49552781617,49344636625,49290624565,49255124358,49252627207,49252627207,49252627207,49252627207,49252627207,"57,65%","0,42%","0,11%","0,07%","0,01%","0,00%","0,00%","0,00%","0,00%",,,
812,91314395417,41000108224,40866363990,40835243733,40827465894,40823020124,40819131171,40816364266,40816364266,40816364266,"122,72%","0,33%","0,08%","0,02%","0,01%","0,01%","0,01%","0,00%","0,00%",,,
813,112918330579,64488655994,64381289490,64355510612,64338847056,64334624775,64330402494,64329962571,64329962571,64329962569,"75,10%","0,17%","0,04%","0,03%","0,01%","0,01%","0,00%","0,00%","0,00%",,,
814,90338270917,45522813211,44006166406,43984493148,43975157630,43975157630,43975157630,43975157648,43975157648,43975157648,"98,45%","3,45%","0,05%","0,02%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
815,95407264310,53558910385,49672371730,45931591403,43190075289,43190075289,43190075289,43190075285,43190075285,43190075303,"78,14%","7,82%","8,14%","6,35%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
816,86405652486,77064080712,74506520796,74481528916,74469541021,74464545342,74464545342,74464545342,74464545326,74464545326,"12,12%","3,43%","0,03%","0,02%","0,01%","0,00%","0,00%","0,00%","0,00%",,,
817,68641137492,44065744828,42267255697,42245366705,42230256566,42230256566,42230256566,42230256566,42230256566,42230256566,"55,77%","4,26%","0,05%","0,04%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
818,61403220763,38867002169,38693102014,38667527712,38651972213,38649759818,38649759818,38649759768,38649759768,38649759768,"57,98%","0,45%","0,07%","0,04%","0,01%","0,00%","0,00%","0,00%","0,00%",,,
819,58369563386,41599359894,41435053222,41390391818,41369077737,41369077706,41369077733,41369077769,41369077721,41369077724,"40,31%","0,40%","0,11%","0,05%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
820,78191924491,45908750973,44638358534,44599356806,44583350863,44583350879,44583350869,44583350885,44583350903,44583350877,"70,32%","2,85%","0,09%","0,04%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
821,96634209352,57414815629,56389149175,56354665380,56340184705,56337680872,56337680870,56337680825,56337680852,56337680865,"68,31%","1,82%","0,06%","0,03%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
822,81620542217,47538692122,46524820251,46487323123,46472818750,46470330044,46470330011,46470330011,46470330011,46470330011,"71,69%","2,18%","0,08%","0,03%","0,01%","0,00%","0,00%","0,00%","0,00%",,,
823,81586051540,64412623315,64292078851,64263591493,64251603833,64251603817,64251605734,64251603793,64251603791,64251603791,"26,66%","0,19%","0,04%","0,02%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
824,79006495366,45063913322,44866650852,44813297850,44796634095,44796634153,44796634115,44796634115,44796634117,44796634117,"75,32%","0,44%","0,12%","0,04%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
825,147442714837,118550601218,118414717034,118382831841,118364490179,118360379166,118356268227,118355047961,118355049772,118355047966,"24,37%","0,11%","0,03%","0,02%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
826,118791275056,53875297832,53784210629,53745999930,53742895314,53742895397,53742895280,53742895280,53742895359,53742895348,"120,49%","0,17%","0,07%","0,01%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
827,134960821521,89361767182,89267754845,89242202903,89236480911,89230760775,89230109315,89230109331,89230109332,89230109324,"51,03%","0,11%","0,03%","0,01%","0,01%","0,00%","0,00%","0,00%","0,00%",,,
828,116436749594,67225792071,61879596912,61851601686,61845611709,61845611694,61845611683,61845611678,61845611690,61845611707,"73,20%","8,64%","0,05%","0,01%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
829,126702911541,71269495896,70981699860,70881671069,70876620696,70871620669,70871616872,70871616897,70871616897,70871616872,"77,78%","0,41%","0,14%","0,01%","0,01%","0,00%","0,00%","0,00%","0,00%",,,
830,96562334079,56980371539,48957426192,45616645391,45599559852,45599559837,45599559861,45599559851,45599559851,45599559855,"69,47%","16,39%","7,32%","0,04%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
831,97548565470,56858326746,51545326565,47760039977,44970278637,44970278637,44970278634,44970278637,44970278634,44970278637,"71,56%","10,31%","7,93%","6,20%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
832,65436342768,38433567736,35774666564,35756613175,35750772456,35748830068,35748831901,35748830068,35748830032,35748830032,"70,26%","7,43%","0,05%","0,02%","0,01%","0,00%","0,00%","0,00%","0,00%",,,
833,120627785997,59353854812,56673974519,56629022451,56609903061,56604129271,56604127467,56604127467,56604127469,56604127469,"103,23%","4,73%","0,08%","0,03%","0,01%","0,00%","0,00%","0,00%","0,00%",,,
834,100873000820,39412948945,39242292559,39221659306,39210334188,39205341509,39205341486,39205341509,39205341479,39205341474,"155,94%","0,43%","0,05%","0,03%","0,01%","0,00%","0,00%","0,00%","0,00%",,,
835,100790882785,47974901224,47825489321,47794943367,47783814879,47783814879,47783814819,47783814856,47783814904,47783814889,"110,09%","0,31%","0,06%","0,02%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
836,123266403387,44680154314,44531039915,44486857285,44462742579,44458579559,44458579593,44458579492,44458579492,44458579496,"175,89%","0,33%","0,10%","0,05%","0,01%","0,00%","0,00%","0,00%","0,00%",,,
837,113484385580,55684864043,55548256707,55496665727,55489955313,55489690687,55489690682,55489690740,55489690566,55489690566,"103,80%","0,25%","0,09%","0,01%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
838,104191010129,46789584697,46634602558,46584619555,46570123637,46565623953,46562621574,46562621522,46562621500,46562621569,"122,68%","0,33%","0,11%","0,03%","0,01%","0,01%","0,00%","0,00%","0,00%",,,
839,111485918617,70907520061,69187457123,69145913083,69138838891,69138838864,69138838891,69138838867,69138838926,69138838870,"57,23%","2,49%","0,06%","0,01%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
840,124099181854,60807872125,51836345131,47689380556,47617985734,47617985696,47617985734,47617985696,47617983892,47617985696,"104,08%","17,31%","8,70%","0,15%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
841,127209264209,62016089614,52853406218,50703025848,50690582934,50690582934,50690582934,50690582934,50690582934,50690582934,"105,12%","17,34%","4,24%","0,02%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
842,156999781894,56539478100,56150735771,56084386461,56084386388,56084384571,56084386484,56084384678,56084386412,56084384597,"177,68%","0,69%","0,12%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
843,140676156629,67613540021,65487282222,65451716749,65438390868,65433944429,65430613773,65430611919,65430611918,65430613745,"108,06%","3,25%","0,05%","0,02%","0,01%","0,01%","0,00%","0,00%","0,00%",,,
844,157446979902,120412195267,120256564910,120227571832,120211570589,120211570622,120211570614,120211570555,120211570562,120211570575,"30,76%","0,13%","0,02%","0,01%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
845,115367605384,37983077633,37712013025,37684276436,37666776669,37654298706,37654298553,37654298617,37654298629,37654298523,"203,73%","0,72%","0,07%","0,05%","0,03%","0,00%","0,00%","0,00%","0,00%",,,
846,91283392464,45526446060,37932559895,37914505709,37896451536,37886736091,37886736102,37886736089,37886736098,37886736090,"100,51%","20,02%","0,05%","0,05%","0,03%","0,00%","0,00%","0,00%","0,00%",,,
847,72646788956,41416454537,39293532488,39255094422,39227482817,39225537964,39225537957,39225537988,39225537966,39225537966,"75,41%","5,40%","0,10%","0,07%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
848,84417708293,43767911195,42490411205,42442677448,42421707181,42414259191,42410587072,42410588840,42410588902,42410588856,"92,88%","3,01%","0,11%","0,05%","0,02%","0,01%","0,00%","0,00%","0,00%",,,
849,116401568124,61489358758,61281929569,61213622769,61189693664,61185304696,61181642044,61181642019,61181642019,61181641962,"89,30%","0,34%","0,11%","0,04%","0,01%","0,01%","0,00%","0,00%","0,00%",,,
850,104594343381,40736592777,40590702109,40563156400,40548043039,40548043018,40548043051,40548043005,40548044833,40548043051,"156,76%","0,36%","0,07%","0,04%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
851,122496211571,57419711288,46915392154,42441783480,42395118394,42385147014,42381258259,42378467144,42378467144,42378467144,"113,33%","22,39%","10,54%","0,11%","0,02%","0,01%","0,01%","0,00%","0,00%",,,
852,93015243885,49435438656,43330883382,43277548289,43255881626,43255881668,43255881658,43255881673,43255881673,43255881634,"88,15%","14,09%","0,12%","0,05%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
853,122842600840,105820783293,105183990017,105148854248,105140796443,105136074228,105134414083,105134414083,105134414105,105134414105,"16,09%","0,61%","0,03%","0,01%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
854,103227575913,48341580845,48221374524,48174148885,48167026195,48167026183,48167026190,48167026190,48167026212,48167026168,"113,54%","0,25%","0,10%","0,01%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
855,96396099147,47526523244,47309226531,47252246954,47236928603,47235259766,47235259785,47235259766,47235259762,47235259766,"102,83%","0,46%","0,12%","0,03%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
856,78920923879,39652704812,39433871677,39378887096,39347920169,39347916922,39347918795,39347916963,39347916914,39347916934,"99,03%","0,55%","0,14%","0,08%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
857,97629919321,53544100780,51593005027,51556020443,51536039474,51536032689,51536032658,51536032679,51536032775,51536032734,"82,34%","3,78%","0,07%","0,04%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
858,122143767260,52415437729,51247020534,51191531292,51173545194,51173545240,51173545188,51173545197,51173545182,51173545190,"133,03%","2,28%","0,11%","0,04%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
859,138039480664,52092038085,51950210351,51908426958,51904890194,51904890212,51904890204,51904890204,51904890231,51904890192,"164,99%","0,27%","0,08%","0,01%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
860,137908746999,114890534601,114754345431,114713232983,114707018714,114707018714,114707018714,114707018714,114707018686,114707018686,"20,03%","0,12%","0,04%","0,01%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
861,101368039697,44063119123,43932343617,43901524799,43884863385,43884863385,43884863385,43884863422,43884863422,43884863418,"130,05%","0,30%","0,07%","0,04%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
862,103423465200,42946074587,42729031577,42690068047,42671081985,42667074740,42666081962,42666081973,42666082042,42666081972,"140,82%","0,51%","0,09%","0,04%","0,01%","0,00%","0,00%","0,00%","0,00%",,,
863,103350672214,68759990761,62568548795,62506894703,62488606473,62488606473,62488606473,62488606455,62488606455,62488606455,"50,31%","9,90%","0,10%","0,03%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
864,114635662423,58327433200,51000834264,47504000889,44038567120,43788489921,43787168282,43787168232,43787168232,43787168263,"96,54%","14,37%","7,36%","7,87%","0,57%","0,00%","0,00%","0,00%","0,00%",,,
865,129865327524,57294021961,49572484900,46462233414,43394732677,41206514437,41206514429,41206514429,41206514451,41206514451,"126,66%","15,58%","6,69%","7,07%","5,31%","0,00%","0,00%","0,00%","0,00%",,,
866,102765877870,43393776007,40318295429,40236313698,40202308562,40182329671,40182329671,40182329671,40182329650,40182329650,"136,82%","7,63%","0,20%","0,08%","0,05%","0,00%","0,00%","0,00%","0,00%",,,
867,86223501262,41530224454,41003054731,40928261788,40874470298,40860067971,40860067971,40860067963,40860067963,40860067963,"107,62%","1,29%","0,18%","0,13%","0,04%","0,00%","0,00%","0,00%","0,00%",,,
868,94648180041,50689924115,48214276503,48152386333,48129323484,48129325442,48129323526,48129323526,48129323526,48129323526,"86,72%","5,13%","0,13%","0,05%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
869,94437060389,47148472333,46899956130,46846985443,46828492321,46823994033,46821006689,46821006758,46821006743,46821006731,"100,30%","0,53%","0,11%","0,04%","0,01%","0,01%","0,00%","0,00%","0,00%",,,
870,111875832733,64012746268,63875421689,63826683473,63822117216,63822117211,63822117179,63822117164,63822117173,63822117182,"74,77%","0,21%","0,08%","0,01%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
871,99393879446,46848542447,43740347252,43717833759,43707004900,43702862574,43702862535,43702862574,43702862574,43702862543,"112,16%","7,11%","0,05%","0,02%","0,01%","0,00%","0,00%","0,00%","0,00%",,,
872,99707842265,59749954258,50841432415,48174006887,48162020450,48162020469,48162020460,48162020460,48162020446,48162020497,"66,88%","17,52%","5,54%","0,02%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
873,87214545581,48833740116,43632767332,43582394934,43549347341,43545291737,43544631892,43544631892,43544631892,43544631892,"78,59%","11,92%","0,12%","0,08%","0,01%","0,00%","0,00%","0,00%","0,00%",,,
874,91845764867,60646813234,51325313080,49835786175,49816075701,49805231498,49801894896,49801894896,49801894911,49801894905,"51,44%","18,16%","2,99%","0,04%","0,02%","0,01%","0,00%","0,00%","0,00%",,,
875,94600794768,52566353068,52367796704,52327804644,52322797752,52317798761,52317798759,52317798810,52317798810,52317798758,"79,96%","0,38%","0,08%","0,01%","0,01%","0,00%","0,00%","0,00%","0,00%",,,
876,"80622485544,9987",51472125170,51355343277,51317761530,51313646314,51313646278,51313646296,51313646269,51313646299,51313646262,"56,63%","0,23%","0,07%","0,01%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
877,90796352015,48638501462,48499528212,48437846714,48418049980,48411545032,48410549870,48410549861,48410549871,48410549871,"86,68%","0,29%","0,13%","0,04%","0,01%","0,00%","0,00%","0,00%","0,00%",,,
878,76107518193,42224996196,42043552360,41993391033,41969795651,41965739983,41961684402,41960070701,41960070681,41960070664,"80,24%","0,43%","0,12%","0,06%","0,01%","0,01%","0,00%","0,00%","0,00%",,,
879,86880958551,42736063985,42486811241,42435415740,42413041702,42407992147,42404047552,42401655695,42401655620,42401655620,"103,30%","0,59%","0,12%","0,05%","0,01%","0,01%","0,01%","0,00%","0,00%",,,
880,90806382335,40634802118,40390724969,40342506027,40322783218,40321396994,40321396965,40321396931,40321397020,40321396953,"123,47%","0,60%","0,12%","0,05%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
881,77315875822,41531543702,41358544498,41296423566,41271190102,41271191973,41271191973,41271191925,41271191925,41271191934,"86,16%","0,42%","0,15%","0,06%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
882,77989001456,43467546121,43285485565,43243835789,43220518518,43220518518,43220518518,43220518497,43220518497,43220518497,"79,42%","0,42%","0,10%","0,05%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
883,78130608390,45408246697,45215665818,45144529188,45118116979,45113728151,45110068325,45110068325,45110068308,45110068325,"72,06%","0,43%","0,16%","0,06%","0,01%","0,01%","0,00%","0,00%","0,00%",,,
884,92773743143,51838247355,51583755872,51522215141,51501325137,51490446717,51484899259,51480012276,51479133970,51479133970,"78,97%","0,49%","0,12%","0,04%","0,02%","0,01%","0,01%","0,00%","0,00%",,,
885,78744289207,49594022757,49412749043,49376630689,49365653234,49355762440,49355103043,49355103018,49355104966,49355104966,"58,78%","0,37%","0,07%","0,02%","0,02%","0,00%","0,00%","0,00%","0,00%",,,
886,69261909532,45299239893,44606889274,44576595641,44566605752,44564941664,44564941675,44564941660,44564941696,44564941712,"52,90%","1,55%","0,07%","0,02%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
887,85996404853,47558915450,43001793536,42972644455,42959331988,42959332002,42959332002,42959331997,42959331979,42959331994,"80,82%","10,60%","0,07%","0,03%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
888,89188427818,47299677371,46262676640,46228528840,46213860005,46213860005,46213859982,46213859982,46213859982,46213859979,"88,56%","2,24%","0,07%","0,03%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
889,86292004546,51516538226,51405914155,51360584731,51356611095,51356611082,51356611085,51356611086,51356611153,51356611126,"67,50%","0,22%","0,09%","0,01%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
890,69426330086,49328040979,49218031485,49158078422,49158067476,49158067455,49158069301,49158069301,49158069297,49158067490,"40,74%","0,22%","0,12%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
891,71545298807,45651121171,45543893002,45514998033,45503899550,45503897689,45503897681,45503897692,45503897692,45503899564,"56,72%","0,24%","0,06%","0,02%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
892,73391827430,47423409019,45141613200,45108674107,45096455460,45096455384,45096455427,45096451669,45096457248,45096453572,"54,76%","5,05%","0,07%","0,03%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
