instance,c_optimal_value,2c_optimal_value,3c_optimal_value,4c_optimal_value,5c_optimal_value,6c_optimal_value,7c_optimal_value,8c_optimal_value,9c_optimal_value,10c_optimal_value
572,131669299190.0,86346362079.0,86157182460.0,86115176460.0,86097193136.0,86097193136.0,86097193136.0,86097193136.0,86097193136.0,86097193136.0
573,163050221805.0,53211123806.0,47494895018.0,47445878768.0,47417899921.0,47417889950.0,47417889950.0,47417889956.0,47417889956.0,47417889956.0
574,143319833637.0,53168208313.0,44634105305.0,44519416399.0,44488266946.0,44479440394.0,44475607306.0,44472442945.0,44472442945.0,44472442945.0
575,94815793169.0,48428535798.0,42402164612.0,42341588867.0,42326033890.0,42323824249.0,42323824239.0,42323824258.0,42323824255.0,42323824255.0
576,91020377787.0,48006983072.0,46692021400.0,46647250533.0,46627712025.0,46627712057.0,46627711991.0,46627711983.0,46627711992.0,46627711969.0
577,77472111160.0,44649330515.0,44418238630.0,44366580622.0,44353245036.0,44353243175.0,44353243138.0,44353243208.0,44353243194.0,44353243176.0
578,71898026530.0,46177374054.0,45972995162.0,45915109244.0,45899614993.0,45895003610.0,45892672202.0,45892672202.0,45892672319.0,45892670388.0
579,121243843598.00002,52133366476.0,51501156238.0,51463092705.0,51455320275.0,51455320275.0,51455320281.0,51455320281.0,51455320274.0,51455320274.0
580,122331333673.0,62761240510.0,62521533863.0,62485249213.0,62483704055.0,62483704055.0,62483704055.0,62483704055.0,62483704055.0,62483704055.0
581,146739748344.0,72599600006.0,67971064899.0,63450545334.0,59141712329.0,54851982821.0,54553724572.0,54553724659.0,54553724568.0,54553724568.0
582,168041971814.0,162624877478.0,158157411514.0,153726531893.0,153318366960.0,153318366929.0,153318366926.0,153318366969.0,153318366889.0,153318366909.0
583,176438572418.0,64984261524.0,60332223529.0,55949453333.0,55949453349.0,55949453378.0,55949453354.0,55949453332.0,55949453332.0,55949453355.0
584,169275830696.0,64592314153.0,60215848665.0,55911248351.0,55311167449.0,55305509430.0,55304513250.0,55304513246.0,55304513311.0,55304513200.0
585,104512091974.99997,51926639249.0,51319959031.0,51283589561.0,51275827923.0,51275829750.0,51275827888.0,51275827890.0,51275827981.0,51275827967.0
586,77457026914.0,47516520116.0,45354131383.0,45316641723.0,45301102974.0,45296658674.0,45293323936.0,45293323998.0,45293323932.0,45293323994.0
587,90519180197.0,51469393993.0,50506986377.0,50446556672.0,50428328084.0,50417999100.0,50416665065.0,50416665065.0,50416665074.0,50416665068.0
588,94992417361.0,52178635536.0,48139661073.0,48101119244.0,48085905648.0,48081350282.0,48078685525.0,48078685552.0,48078685531.0,48078683680.0
589,114373291030.0,49016662051.0,48811138027.0,48773143602.0,48759702415.0,48757497505.0,48757499368.0,48757499391.0,48757497505.0,48757499352.0
590,103368877366.0,45599862214.0,45402811528.0,45350691185.0,45325837076.0,45325837076.0,45325837076.0,45325837076.0,45325837076.0,45325837076.0
591,70388812561.0,40458232098.0,40270272836.0,40217259287.0,40197273383.0,40197270301.0,40197270301.0,40197270293.0,40197270293.0,40197270272.0
592,68391750096.0,42933621964.0,42716275114.0,42649614974.0,42623636960.0,42619303594.0,42615310014.0,42615310062.0,42615310062.0,42615310053.0
593,79611147621.99998,49660465651.0,49477117863.0,49431124089.0,49427126185.0,49427126127.0,49427126140.0,49427126187.0,49427126202.0,49427126129.0
594,82511700420.0,51095280895.0,51020107413.0,50970593748.0,50970593774.0,50970593772.0,50970593788.0,50970593719.0,50970593719.0,50970593735.0
595,83459997677.0,47325597881.0,46653118213.0,46613425372.00001,46602009790.0,46597287562.0,46595645918.0,46595645949.0,46595645913.0,46595645915.0
596,66293788190.0,45069917851.0,42952122430.0,42884345960.0,42853239793.0,42850460037.0,42850460053.0,42850460052.0,42850460013.0,42850460070.0
597,65490324780.0,48833411717.0,48118481616.0,48071806538.0,48062342419.0,48061507557.0,48061507553.0,48061507545.0,48061507547.0,48061507547.0
598,73837728263.0,50305232658.0,50167920665.0,50119585691.0,50119585691.0,50119589444.0,50119587559.0,50119585737.0,50119585737.0,50119587546.0
599,95334953639.0,48592156274.0,48512659937.0,48497377611.0,48495173462.0,48495173459.0,48495173459.0,48495173459.0,48495173466.0,48495173466.0
600,92033642225.0,43665242720.0,43485843347.0,43455389378.0,43439834244.0,43439834386.0,43439834352.0,43439834216.0,43439836149.0,43439834297.0
601,101952354832.0,78458341223.0,77179138848.0,77161134662.0,77157155797.0,77157155796.0,77157155805.0,77157155775.0,77157155786.0,77157155794.0
602,92662577228.0,48894048822.0,48802035385.0,48776710422.0,48770042735.0,48770042735.0,48770042795.0,48770042783.0,48770042774.0,48770042757.0
603,102316840789.0,50058872024.0,48768452622.0,48723461137.0,48711460880.0,48711460904.0,48711460929.0,48711460941.0,48711460881.0,48711460882.0
604,98447884774.0,57011237878.0,49151334526.0,46233692160.0,46213713211.0,46210937441.0,46210937441.0,46210937441.0,46210937483.0,46210937483.0
605,75818592377.0,44181167177.0,40674101860.0,40623607454.0,40600948364.0,40600948310.0,40600948364.0,40600950156.0,40600948485.0,40600948439.0
606,112857433981.0,46147638006.0,45901403089.0,45831695573.0,45802586573.0,45798689371.0,45798689371.0,45798689394.0,45798689394.0,45798689394.0
607,127846273923.0,41866442954.0,41664733907.0,41611934961.0,41596822953.0,41592382773.0,41592382773.0,41592382759.0,41592382759.0,41592382759.0
608,120337597533.0,44127789053.0,43704928639.0,43589333827.0,43543035391.0,43530868041.0,43518702525.0,43513863846.0,43513863871.0,43513865673.0
609,88671822030.0,45057583612.0,44849232400.0,44807233522.0,44791237297.0,44791237253.0,44791237285.0,44791237228.0,44791239194.0,44791237305.0
610,72203598778.0,44586227071.0,41861883071.0,41810265449.0,41790050826.0,41790050826.0,41790050826.0,41790050826.0,41790050826.0,41790050864.0
611,108176728370.0,47686045705.0,47541619797.0,47509300285.0,47499310861.0,47494644530.0,47492649680.0,47492649680.0,47492649682.0,47492649682.0
612,85063367384.0,45548507878.0,45432145048.0,45397760060.0,45383310474.0,45383310480.0,45383310474.0,45383310452.0,45383310440.0,45383310450.0
613,107265699227.0,44889590159.0,44669903498.0,44605135583.0,44568881523.0,44568881523.0,44568881523.0,44568881521.0,44568881524.0,44568881511.0
614,99307015183.99936,48302521067.0,44858723017.0,44810755774.0,44780510634.0,44780510634.0,44780510634.0,44780510611.0,44780510611.0,44780510656.0
615,106989778356.0,58175792794.0,48831552351.0,43701206222.0,43682311696.0,43682311696.0,43682311696.0,43682311679.0,43682311681.0,43682311684.0
616,96316474741.0,49676941123.0,49566374112.0,49540851884.0,49532800291.0,49531409706.0,49531409685.0,49531409685.0,49531409698.0,49531409733.0
617,105657604275.0,78843509526.0,78771567729.0,78741565311.0,78732350241.0,78727572795.0,78726238138.0,78726238142.0,78726238121.0,78726238121.0
618,89521008671.0,51041711266.0,50923980409.0,50877225309.0,50873699784.0,50873699784.0,50873699775.0,50873699775.0,50873699830.0,50873699768.0
619,85452782613.99998,47251807297.0,47078104124.0,47028456116.0,47008390954.0,47001838296.0,46999519751.0,46999519741.0,46999519753.0,46999519788.0
620,90142010828.0,43600080252.0,40273376196.0,40242165048.0,40223862293.0,40219751365.0,40215638710.0,40214430445.0,40214432293.0,40214432265.0
621,94042714612.0,44332149240.0,44134166098.0,44101566112.0,44088220689.0,44088220719.0,44088220699.0,44088220741.0,44088220695.0,44088220706.0
622,111342589981.0,46794616253.0,46595387667.0,46564459056.0,46550129527.0,46541574500.0,46533019513.0,46532908449.0,46532908447.0,46532908440.0
623,116513944231.0,53653894399.0,52081388786.0,52044171554.0,52036380675.0,52036380675.0,52036378823.0,52036378823.0,52036378803.0,52036378803.0
624,119840192146.0,70528649888.0,68342397368.0,68314683334.0,68306910542.0,68306910542.0,68306910542.0,68306910542.0,68306910542.0,68306910542.0
625,112343649695.0,71172403854.0,58154182007.0,52574230661.0,51604223790.0,51599503659.0,51597839604.0,51597839604.0,51597839604.0,51597839604.0
626,110803421887.0,54001212916.0,50429353173.0,50387662015.0,50378332154.0,50378332134.0,50378332195.0,50378332127.0,50378332157.0,50378332157.0
627,104494470688.0,56274710019.0,50613400823.0,50549196898.0,50535574568.0,50530852454.0,50529176599.0,50529176595.0,50529176570.0,50529176570.0
628,122476530664.0,68661395244.0,68523359048.0,68470349740.0,68459349874.0,68454355090.0,68454355090.0,68454355097.0,68454355097.0,68454355087.0
629,142591196810.0,66223023756.0,66118403984.0,66086408522.0,66086408487.0,66086408470.0,66086408470.0,66086408475.0,66086410315.0,66086410303.0
630,147960714998.0,62664716394.0,53839335117.0,53201849211.0,53192965750.0,53188076737.0,53187408781.0,53187408750.0,53187408775.0,53187408795.0
631,119894956935.0,68649884478.0,60562927975.0,52696937297.0,49206020642.0,49197020613.0,49191022168.0,49191022171.0,49191022150.0,49191022150.0
632,75668109324.0,56559218695.0,48277879225.0,45865841809.0,45860504806.0,45860504806.0,45860504793.0,45860504793.0,45860504793.0,45860504793.0
633,74624188327.0,53703201487.0,53574727544.0,53532180028.0,53528726131.0,53528726145.0,53528726145.0,53528726104.0,53528726104.0,53528726146.0
634,85535942340.0,60454376950.0,60324359181.0,60264370333.0,60259364780.0,60254364929.0,60254362511.0,60254362453.0,60254362511.0,60254362453.0
635,86504697621.0,50091302449.0,50026273908.0,49996279065.0,49996272092.0,49996272092.0,49996272159.0,49996272159.0,49996272101.0,49996272101.0
636,67715721366.0,47784132780.0,47677648073.0,47646637673.0,47638487869.0,47633656283.0,47632653476.0,47632653414.0,47632651547.0,47632651547.0
637,67976652575.0,46679574768.0,44737686054.0,44683675007.0,44671646868.0,44671646883.0,44671646883.0,44671646886.0,44671646848.0,44671646882.0
638,71763218339.0,49624312401.0,49569709387.0,49535888250.0,49535888205.0,49535888234.0,49535888229.0,49535888240.0,49535888234.0,49535888266.0
639,99463893665.0,49426977471.0,49313444359.0,49262630503.0,49251785851.0,49250953195.0,49250953182.0,49250953170.0,49250953212.0,49250953212.0
640,87019885901.0,48074966642.0,47911829924.0,47867381274.0,47861161158.0,47861161124.0,47861161150.0,47861161116.0,47861161119.0,47861161161.0
641,92349663700.0,44799417827.0,44605755871.0,44546304992.0,44519207278.0,44510762572.0,44502317843.0,44501415834.0,44501415834.0,44501415855.0
642,118558054952.0,61803227740.0,55807580247.0,55755094926.0,55725091909.0,55725091909.0,55725091909.0,55725091909.0,55725091909.0,55725091909.0
643,78149405365.0,41863066503.0,41682467582.0,41638296858.0,41615350811.0,41611296909.0,41610624370.0,41610624370.0,41610624370.0,41610624479.0
644,77840686305.0,42136852932.0,41987698982.0,41944085138.0,41925199343.0,41925199343.0,41925199343.0,41925199343.0,41925199343.0,41925199331.0
645,79987910683.0,41199932759.0,41040346909.0,40990022032.0,40966355045.0,40964684313.0,40964684324.0,40964684315.0,40964684315.0,40964684315.0
646,99802148032.0,50164288794.0,50062849408.0,50026956036.0,50023857787.0,50023857779.0,50023857751.0,50023857751.0,50023857751.0,50023857751.0
647,75881996526.0,49296256655.0,49145852428.0,49070879082.0,49060870872.0,49055866116.0,49055862521.0,49055864443.0,49055862688.0,49055866327.0
648,94701220597.0,52669328142.0,52579981738.0,52535992937.0,52535992919.0,52535992933.0,52535992933.0,52535992953.0,52535992936.0,52535992905.0
649,141212145903.0,70144373736.0,69099406983.0,69076913072.0,69066424243.0,69061923926.0,69058924622.0,69058924639.0,69058924646.0,69058924646.0
650,109405502792.99992,47576397496.0,47459244603.0,47422576721.0,47409240191.0,47409240219.0,47409240171.0,47409240192.0,47409240192.0,47409240192.0
651,87733098441.0,48229373744.0,43909299513.0,43841086951.0,43809992230.0,43809992214.0,43809992214.0,43809992275.0,43809992275.0,43809992256.0
652,74678652685.0,57719564094.0,45175752592.0,43855037321.0,43840594054.0,43840594054.0,43840594054.0,43840595868.0,43840595868.0,43840594020.0
653,128368098712.0,83354703876.0,76971819117.0,72644794811.0,71622668229.0,71617945847.0,71616279998.0,71616279937.0,71616279958.0,71616279993.0
654,132512107093.0,64946116775.0,54548833013.0,54509497199.0,54500680657.0,54499856034.0,54499856049.0,54499856031.0,54499855990.0,54499855990.0
655,131611942159.0,48890537641.0,48738318705.0,48703872622.0,48686093129.0,48681648813.0,48678319474.0,48678317570.0,48678317591.0,48678319417.0
656,113435532322.0,42594972158.0,42353082496.0,42308912365.0,42276405991.0,42272244206.0,42272244206.0,42272244165.0,42272244181.0,42272244165.0
657,96584435641.0,41800456859.0,41591571076.0,41527137277.0,41496024434.0,41488262776.0,41486589192.0,41486589188.0,41486589192.0,41486589188.0
658,104404825819.0,47185239317.0,47014854405.0,46961543475.0,46941555787.0,46941557577.0,46941557584.0,46941555812.0,46941557584.0,46941555770.0
659,129496391165.0,84714002468.0,84566819107.0,84510169274.0,84510169297.0,84510169322.0,84510169322.0,84510169296.0,84510169296.0,84510169296.0
660,83462595766.0,50206679899.0,48102663629.0,48056338338.0,48048336589.0,48048338435.0,48048336578.0,48048338394.0,48048338367.0,48048338432.0
661,107163008585.0,98276911301.0,98177063376.0,98148500666.0,98134945766.0,98130723801.0,98126501836.0,98126056520.0,98126056486.0,98126056540.0
662,66642571762.0,37965310469.0,37821168603.0,37797503698.0,37780666689.0,37773169725.0,37773169725.0,37773169725.0,37773169725.0,37773169725.0
663,74232815374.0,48170330250.0,39524403285.0,39472973506.0,39457863190.0,39450765003.0,39448426450.0,39448426450.0,39448426450.0,39448426450.0
664,89582464960.0,48485407548.0,42406485009.0,42365636299.0,42347324263.0,42338996422.0,42334829889.0,42333996815.0,42333996815.0,42333996815.0
665,115648189340.0,90183205568.0,90057374241.0,90036199166.0,90028651941.0,90028653784.0,90028653766.0,90028653766.0,90028651941.0,90028651934.0
666,125396148818.0,53749896717.0,52037380908.0,51992380640.0,51976380196.0,51976380196.0,51976380233.0,51976380233.0,51976380183.0,51976380220.0
667,145222906909.0,55755755078.0,50461577277.0,50406980975.0,50385879490.0,50381434738.0,50378100099.0,50378100071.0,50378100117.0,50378100117.0
668,111669216843.0,57208586771.0,52995538623.0,48988205905.0,46997110589.0,46997110589.0,46997110554.0,46997110577.0,46997110564.0,46997110564.0
669,87677878650.0,43886890426.0,41935123858.0,41886109914.0,41866111449.0,41866094632.0,41866094632.0,41866094736.0,41866092791.0,41866092791.0
670,102505637411.0,42260711102.0,39982346483.0,39949180888.0,39930014066.0,39925862904.0,39925862963.0,39925862890.0,39925862890.0,39925862890.0
671,94438555597.0,50491424793.0,41470674826.0,41415905259.0,41392679784.0,41384341851.0,41384341849.0,41384341849.0,41384341849.0,41384341849.0
672,95188398027.0,60295531508.0,47863419477.0,44320183409.0,44288193168.0,44284181332.0,44280181376.0,44278186435.0,44278186435.0,44278186435.0
673,95493236101.0,67057198009.0,53978327231.0,48089018419.0,48072360451.0,48062918857.0,48059307787.0,48055696731.0,48054585357.0,48054585348.0
674,77479103507.0,54636173553.0,47492298161.0,42255658241.0,42239661801.0,42235654571.0,42231654592.0,42229655677.0,42229655677.0,42229655736.0
675,75764686012.0,48949322287.0,43942395809.0,43877697737.0,43856350856.0,43856350856.0,43856350901.0,43856350850.0,43856350901.0,43856350940.0
676,73235763144.0,48967712682.0,47888497123.0,47838606013.0,47831928927.0,47829484514.0,47829153337.0,47829153327.0,47829153333.0,47829153333.0
677,77528978320.0,47689459978.0,46753344688.0,46717551749.0,46708716836.0,46708716852.0,46708716885.0,46708716836.0,46708716829.0,46708716853.0
678,108491448259.0,48061397806.0,46728854372.0,46698360946.0,46680687793.0,46677355594.0,46677355623.0,46677355623.0,46677355623.0,46677355603.0
679,87641044385.0,46254608493.0,46115955219.0,46085678708.0,46073460554.0,46073460554.0,46073460613.0,46073460602.0,46073460602.0,46073460602.0
680,86523133077.0,49212113554.0,49083712584.0,49032055058.0,49022085657.0,49022085627.0,49022085649.0,49022085680.0,49022085655.0,49022085655.0
681,93682218428.0,52128584504.0,51206012690.0,51154918558.0,51146055829.0,51146055848.0,51146055816.0,51146055818.0,51146055880.0,51146055880.0
682,129196101945.0,83223981034.0,83121447632.0,83071986621.0,83071986621.0,83071986619.0,83071986619.0,83071986619.0,83071986619.0,83071986614.0
683,149775178833.0,91823634243.0,86919011161.0,82537774549.0,82132953574.0,82123176018.0,82121848033.0,82121848033.0,82121848028.0,82121848028.0
684,152717163471.0,72137122427.0,63048200731.0,54877919644.0,52550729816.0,52546063237.0,52544057641.0,52544057641.0,52544057673.0,52544057673.0
685,133113873646.0,49208290958.0,46816246472.0,46776069064.0,46761402564.0,46761402619.0,46761402605.0,46761402545.0,46761402545.0,46761402619.0
686,106490171550.0,47172527600.0,46964866477.0,46923326381.0,46910877386.0,46910877384.0,46910877400.0,46910877365.0,46910877435.0,46910877359.0
687,108254600567.0,52762964878.0,52571474288.0,52512278812.0,52505666504.0,52505388718.0,52505388732.0,52505388775.0,52505388732.0,52505388726.0
688,94468376578.0,55654949029.0,55476982490.0,55415650073.0,55410317015.0,55406982266.0,55406982294.0,55406982262.0,55406982294.0,55406982300.0
689,63370696401.0,49014913719.0,48874127138.0,48817241950.0,48807020070.0,48798124950.0,48798124950.0,48798124950.0,48798124950.0,48798124950.0
690,56350543208.0,54087296181.0,53972037394.0,53925097592.0,53916210879.0,53916210903.0,53916212700.0,53916212716.0,53916212774.0,53916212700.0
691,66199588798.0,42720496026.0,41424652619.0,41380483271.0,41365814603.0,41365814670.0,41365816438.0,41365816438.0,41365816438.0,41365814585.0
692,70913731555.0,47773994244.0,46269090075.0,46218220070.0,46201159905.0,46199222041.0,46199221975.0,46199222018.0,46199222002.0,46199222002.0
693,56547316879.0,43883797775.0,43732705055.0,43699651214.0,43695218608.0,43695218608.0,43695218599.0,43695218608.0,43695218602.0,43695218602.0
694,84807553362.0,80653440350.0,80379312709.0,80341656710.0,80325463821.0,80321029778.0,80321029778.0,80321029778.0,80321029778.0,80321029778.0
695,59576824316.0,47652936938.0,47074255756.0,47043421974.0,47033137180.0,47028414789.0,47026745196.0,47026745109.0,47026745169.0,47026745251.0
696,91432236965.0,50439992938.0,50022171649.0,49981529391.0,49976210288.0,49976210297.0,49976210275.0,49976210259.0,49976210301.0,49976210281.0
697,81402984718.00018,48920821804.0,47842025359.0,47792706335.0,47781864399.0,47777030933.0,47776032718.0,47776032740.0,47776032738.0,47776032740.0
698,87633269110.0,48565698208.0,48458081115.0,48413074297.0,48407115969.0,48407115969.0,48407117813.0,48407115982.0,48407116004.0,48407116004.0
699,66756212693.0,40788351485.0,40564812550.0,40483299576.0,40452207672.0,40452207725.0,40452207672.0,40452207697.0,40452207697.0,40452207697.0
700,92820753302.0,48298459653.0,47284745063.0,47248728822.0,47234233517.0,47229733405.0,47226727889.0,47226727889.0,47226727953.0,47226727953.0
701,88908736150.0,44519550794.0,42700619994.0,42686852479.0,42679289614.0,42679289614.0,42679289614.0,42679289579.0,42679289588.0,42679289640.0
702,129997809409.0,81506556123.0,81157399306.0,81120183861.0,81117078385.0,81117078459.0,81117078385.0,81117078385.0,81117078433.0,81117078402.0
703,118420154134.0,50735273875.0,48355895277.0,48311325176.0,48294209733.0,48294209729.0,48294209730.0,48294209730.0,48294209730.0,48294209693.0
704,129414633105.0,65037456626.0,53118018747.0,53037985139.0,53013816788.0,52999650189.0,52994654445.0,52994654445.0,52994654444.0,52994654444.0
705,118853030659.0,54657007486.0,50976178802.0,50930840626.0,50920166520.0,50920166497.0,50920166549.0,50920166551.0,50920166523.0,50920166558.0
706,105717268898.0,61575094836.0,61421768913.0,61356183476.0,61353404386.0,61353404346.0,61353402590.0,61353436373.0,61353402537.0,61353402537.0
707,104398618232.0,47040482143.0,46825509064.0,46763788374.0,46737408844.0,46733016189.0,46729341872.0,46729341807.0,46729339935.0,46729341874.0
708,94612033931.0,50399713934.0,48505934456.0,48447205331.0,48437205560.0,48437205560.0,48437205541.0,48437205565.0,48437205635.0,48437205635.0
709,91080630672.0,61040060885.0,56529206787.0,52158033778.0,51961069628.0,51961069654.0,51961069620.0,51961069609.0,51961069623.0,51961069614.0
710,104561011018.0,72859166167.0,67946375849.0,63137832717.0,58503931341.0,55341280948.0,55341280948.0,55341280934.0,55341280924.0,55341280937.0
711,88585295726.0,51062831621.0,49639245781.0,49564922040.0,49541818764.0,49535256102.0,49534594021.0,49534592184.0,49534593983.0,49534593983.0
712,171170396191.0,135394187016.0,134399367611.0,134348685975.0,134332907830.0,134327012749.0,134325676601.0,134325676601.0,134325676602.0,134325676602.0
713,146603760272.0,63855343572.0,63477533949.0,63434959545.0,63423726016.0,63413836742.0,63413170352.0,63413170314.0,63413170347.0,63413170409.0
714,156133661321.00003,53595267635.0,53407240963.0,53361713028.0,53340831071.0,53335071059.0,53334731013.0,53334731044.0,53334731044.0,53334731029.0
715,79597215811.0,45289679492.0,45184121200.0,45158619217.0,45148639149.0,45148639152.0,45148639151.0,45148639150.0,45148639129.0,45148639131.0
716,74842881934.0,52046580466.0,51991350981.0,51954051624.0,51954051649.0,51954049849.0,51954051664.0,51954051649.0,51954051649.0,51954051626.0
717,72349522693.0,52541837525.0,52397410194.0,52352418434.0,52336584864.0,52325752856.0,52325751172.0,52325751050.0,52325751050.0,52325751059.0
718,147082541201.0,145887417327.0,145809409180.0,145777412089.0,145777412089.0,145777412107.0,145777412089.0,145777412107.0,145777412100.0,145777412114.0
719,111697679757.0,59548666590.0,55397160658.0,51356052579.0,49996562606.0,49991951457.0,49989630694.0,49989630694.0,49989630694.0,49989630694.0
720,133840109776.0,59684492718.0,55568035873.0,51570545139.0,49797946617.0,49793446610.0,49790457542.0,49790457542.0,49790457520.0,49790457520.0
721,106109311974.0,84831696274.0,83494884701.0,83313764066.0,83226154038.0,83221765087.0,83218094676.0,83218094676.0,83218094664.0,83218094673.0
722,97486809867.0,45657802967.0,45411993318.0,45366982847.0,45349317683.0,45344984292.0,45340990367.0,45340990367.0,45340990367.0,45340990377.0
723,130801495165.0,61943519767.0,60333568464.0,60291957808.0,60281074656.0,60281076504.0,60281076537.0,60281076485.0,60281074687.0,60281074687.0
724,99175951312.0,52148865096.0,51907204141.0,51855991378.0,51851540356.0,51851540385.0,51851540312.0,51851540302.0,51851540385.0,51851540331.0
725,104682957326.0,62959209063.0,62724431229.0,62618142968.0,62603554661.0,62598843972.0,62598843972.0,62598844008.0,62598844008.0,62598843945.0
726,82583683990.0,51182574597.0,51079891525.0,51039120895.0,51037573947.0,51037573945.0,51037573939.0,51037573972.0,51037572097.0,51037572115.0
727,91871222303.0,52484787615.0,52303233046.0,52253244884.0,52253236368.0,52253236366.0,52253236383.0,52253236367.0,52253236367.0,52253236384.0
728,103763472864.0,55883604013.0,55696307442.0,55676205027.0,55672976088.0,55672976088.0,55672976088.0,55672976088.0,55672976088.0,55672976088.0
729,101533821566.0,71061308872.0,63180559997.0,63144557861.0,63144557861.0,63144557861.0,63144557861.0,63144557861.0,63144557861.0,63144557861.0
730,97979588919.0,53308439456.0,53189766389.0,53169775081.0,53169775086.0,53169775086.0,53169775086.0,53169775086.0,53169775086.0,53169775077.0
731,68381340516.0,45848141841.0,42071304364.0,42007298436.0,41983303295.0,41983303336.0,41983303295.0,41983305078.0,41983303243.0,41983303188.0
732,61762381928.99999,38617799886.0,38430862579.0,38379878258.0,38355902763.0,38355898886.0,38355898886.0,38355898911.0,38355898927.0,38355898840.0
733,96318753027.0,53194283951.0,48870454910.0,48834848065.0,48813364720.0,48808975903.0,48805311763.0,48805311717.0,48805311714.0,48805311714.0
734,89795741734.0,51901380914.0,51796306267.0,51746355411.0,51746345022.0,51746345026.0,51746345028.0,51746345051.0,51746345056.0,51746345017.0
735,91024054754.0,55836015514.0,55733520573.0,55690734016.0,55682410134.0,55680186298.0,55680186317.0,55680186268.0,55680186281.0,55680186268.0
736,71504253244.0,48374059963.0,48288653135.0,48247918768.0,48246154131.0,48246154153.0,48246154136.0,48246154131.0,48246154125.0,48246154150.0
737,70391061283.0,45273127139.0,45128910495.0,45087681291.0,45075243750.0,45075243750.0,45075243822.0,45075243822.0,45075243819.0,45075243819.0
738,76170456555.0,47580412801.0,47431239133.0,47379248103.0,47362191677.0,47357580488.0,47355250860.0,47355250860.0,47355250958.0,47355250958.0
739,82183931985.0,50400458162.0,49907315160.0,49871881137.0,49870345288.0,49870345314.0,49870345277.0,49870345350.0,49870345339.0,49870345282.0
740,107508277118.0,67069965496.0,66965482567.0,66927009079.0,66927009072.0,66927009080.0,66927010868.0,66927009036.0,66927009066.0,66927009079.0
741,105276572375.0,68217932651.0,59857435098.0,58054805703.0,58044165336.0,58044165342.0,58044165335.0,58044165344.0,58044165342.0,58044165365.0
742,108860633356.0,43693267636.0,43499390263.0,43456610592.0,43431731137.0,43431731137.0,43431731137.0,43431731137.0,43431731137.0,43431731137.0
743,81964298015.0,43658877587.0,43460942241.0,43413357123.0,43384349908.0,43380238717.0,43376127547.0,43374906821.0,43374906821.0,43374906801.0
744,81961114234.0,42572662291.0,42407969539.0,42375964827.0,42356189256.0,42351966777.0,42347744249.0,42347296107.0,42347296107.0,42347296149.0
745,77787300380.0,38016662789.0,37873512296.0,37849813572.0,37841924254.0,37841371602.0,37841371602.0,37841371604.0,37841371601.0,37841371601.0
746,80297769253.0,38128397865.0,37928898020.0,37892236597.0,37868902445.0,37862229585.0,37858338784.0,37855566166.00001,37855566236.0,37855566166.00001
747,63995528863.0,40952161770.0,40602331251.0,40560727840.0,40540532585.0,40540532584.0,40540532621.0,40540532601.0,40540532601.0,40540532575.0
748,88632708643.0,48627796806.0,48253914655.0,48196799314.0,48191921393.0,48191921393.0,48191921393.0,48191921393.0,48191921393.0,48191921393.0
749,91145331413.0,48374427919.0,47588517920.0,47533818412.0,47517139810.0,47512472809.0,47510467338.0,47510467338.0,47510467338.0,47510467338.0
750,134096910732.0,107257305405.0,106749696345.0,106704049001.0,106696042039.0,106696042039.0,106696042039.0,106696042039.0,106696042039.0,106696042039.0
751,157420247571.0,94429735600.0,94280513858.0,94241076407.0,94235966735.0,94231526664.0,94231526653.0,94231526663.0,94231528499.0,94231526653.0
752,169157871716.0,60701741762.0,60612381169.0,60580387223.0,60580389010.0,60580389073.0,60580389073.0,60580389041.0,60580387217.0,60580387228.0
753,98692080495.0,53768888969.0,53667677656.0,53620487382.0,53615266983.0,53611384530.0,53611384540.0,53611384529.0,53611384529.0,53611384643.0
754,83015452512.0,47067451385.0,43898453660.0,43806784133.0,43746802741.0,43708475330.0,43681860500.0,43681860522.0,43681862313.0,43681862313.0
755,53121760303.0,40194207141.0,38199374999.0,38157396349.0,38125400220.0,38120391181.0,38120391230.0,38120391177.0,38120391230.0,38120391177.0
756,67241171569.0,37538918547.0,37248630209.0,37203812330.0,37184924019.0,37179399688.0,37179399695.0,37179399758.0,37179399758.0,37179399709.0
757,74822811743.0,44549485417.0,44333588081.0,44266665873.0,44249561419.0,44249561425.0,44249561386.0,44249561386.0,44249561386.0,44249561453.0
758,98790886271.0,48256881590.0,48130105741.0,48092101973.0,48081411096.0,48081411096.0,48081411096.0,48081411096.0,48081411096.0,48081411096.0
759,134735556411.0,51658747750.0,51543540533.0,51517134309.0,51512686568.0,51512686568.0,51512686568.0,51512686568.0,51512686568.0,51512686568.0
760,98612186710.0,50797274713.0,50665602052.0,50621427347.0,50604191721.0,50601432790.0,50601434604.0,50601434604.0,50601434618.0,50601434618.0
761,105934184856.0,57006469256.0,56828419782.0,56767388681.0,56745373861.0,56745373861.0,56745372027.0,56745372027.0,56745373861.0,56745373861.0
762,77302173179.0,46277128624.0,45142505153.0,45101945605.0,45084175577.0,45084175577.0,45084175577.0,45084175577.0,45084175577.0,45084175577.0
763,96058139431.0,51557185158.0,50879947270.0,50828856404.0,50816334670.0,50811612444.0,50809945392.0,50809945392.0,50809947245.0,50809947245.0
764,93034467780.0,71457749993.0,66642094195.0,62509019871.0,62493519915.0,62481043766.0,62481043766.0,62481043766.0,62481043766.0,62481043766.0
